time,x,y,z,gforce,date,m,speed,height,slope,rugged
2015-10-26 21:11:55.647,-0.013000000000000,0.143000000000000,1.003000000000000,1.013000000000000,2015-10-26,1.013226035986048,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:55.841,-0.011000000000000,0.147000000000000,1.003000000000000,1.013000000000000,2015-10-26,1.013774629787114,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:56.569,-0.007000000000000,0.149000000000000,1.005000000000000,1.016000000000000,2015-10-26,1.016009350350675,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:56.240,0.013000000000000,0.161000000000000,1.007000000000000,1.019000000000000,2015-10-26,1.019872050798530,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:56.460,-0.026000000000000,0.154000000000000,1.002000000000000,1.014000000000000,2015-10-26,1.014098614534109,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:56.661,-0.040000000000000,0.158000000000000,0.997000000000000,1.010000000000000,2015-10-26,1.010234131278487,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:56.826,-0.004000000000000,0.171000000000000,1.009000000000000,1.024000000000000,2015-10-26,1.023395329283850,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:57.269,0.007000000000000,0.193000000000000,0.995000000000000,1.013000000000000,2015-10-26,1.013569435213987,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:57.270,0.001000000000000,0.164000000000000,0.998000000000000,1.011000000000000,2015-10-26,1.011385683110059,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:57.444,0.023000000000000,0.232000000000000,1.013000000000000,1.040000000000000,2015-10-26,1.039481601568782,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:57.645,-0.021000000000000,0.204000000000000,0.987000000000000,1.008000000000000,2015-10-26,1.008080353940101,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:57.828,-0.046000000000000,0.235000000000000,0.998000000000000,1.026000000000000,2015-10-26,1.026325971609410,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:58.269,-0.040000000000000,0.231000000000000,0.964000000000000,0.992000000000000,2015-10-26,0.992097273456590,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:58.229,-0.052000000000000,0.133000000000000,0.992000000000000,1.002000000000000,2015-10-26,1.002226022412110,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:58.471,0.028000000000000,0.156000000000000,0.923000000000000,0.936000000000000,2015-10-26,0.936508942829699,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:58.627,-0.012000000000000,0.128000000000000,0.994000000000000,1.002000000000000,2015-10-26,1.002279402162890,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:58.858,0.033000000000000,0.149000000000000,0.978000000000000,0.990000000000000,2015-10-26,0.989835339841936,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:59.269,0.152000000000000,0.176000000000000,1.032000000000000,1.058000000000000,2015-10-26,1.057877119518141,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:59.229,0.105000000000000,0.254000000000000,0.981000000000000,1.019000000000000,2015-10-26,1.018774754300478,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:59.473,0.137000000000000,0.173000000000000,0.927000000000000,0.953000000000000,2015-10-26,0.952904507282865,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:59.635,0.303000000000000,-0.003000000000000,0.982000000000000,1.028000000000000,2015-10-26,1.027687695751973,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:11:59.828,-0.037000000000000,0.091000000000000,1.007000000000000,1.011000000000000,2015-10-26,1.011780114451752,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:12:00.309,-0.059000000000000,0.113000000000000,1.024000000000000,1.032000000000000,2015-10-26,1.031904065308399,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:12:00.296,0.040000000000000,0.332000000000000,0.986000000000000,1.041000000000000,2015-10-26,1.041162811475708,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:12:00.469,0.074000000000000,0.165000000000000,1.199000000000000,1.213000000000000,2015-10-26,1.212560101603215,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:12:00.638,-0.230000000000000,0.310000000000000,0.741000000000000,0.835000000000000,2015-10-26,0.835512417621665,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:12:00.858,0.384000000000000,0.537000000000000,1.009000000000000,1.206000000000000,2015-10-26,1.205780245318358,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:12:01.400,-0.516000000000000,-0.016000000000000,0.658000000000000,0.836000000000000,2015-10-26,0.836346818012719,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
2015-10-26 21:12:01.230,-0.288000000000000,0.277000000000000,0.850000000000000,0.939000000000000,2015-10-26,0.939240650738670,0.000000000000000,8.081999778747559,2.477132320404053,0.059748928993940
